,latent_component_1,latent_component_2,latent_component_3,latent_component_4,latent_component_5,latent_component_6,latent_component_7,latent_component_8,latent_component_9,latent_component_10,latent_component_11,latent_component_12,latent_component_13,latent_component_14,latent_component_15,latent_component_16,lamellar_period,interaction_parameter
60,1.5509944,1.2274309,-1.5879458,-0.6156307,-0.32317287,0.78371495,-1.1586452,1.0539297,1.2285019,1.9559647,0.056601375,0.33754927,2.3897805,-0.45216507,-1.1246037,1.0953099,14.6866762083,3.5
61,-3.033102,0.030802755,0.25943813,-0.11338225,-1.182674,0.02504088,-0.25333208,-0.96080315,3.079601,-1.3161839,-2.1663625,0.048093844,-0.8334314,-0.1399402,-0.3444088,-0.239794,15.0614910376,3.5
62,0.3414716,1.5350101,-0.62446535,-0.06660834,-0.14833961,-0.5538146,0.06757276,0.14208744,1.7478981,0.23479077,-0.6427375,0.07419418,0.09968657,-0.83993924,-1.0193065,1.229394,15.3907338742,3.5
63,-3.4735155,0.16891128,1.0240134,0.81502974,-1.3240185,-0.34306785,0.90002036,0.27042556,2.3470426,-0.30878168,-2.5958564,-0.39028788,-1.1458368,1.1356657,-0.066178,0.2002521,15.9489785585,3.5
64,1.7489251,0.81599355,-1.28488,0.8823554,0.0751401,1.8024743,-0.6092824,0.9609625,0.053969037,1.9992503,1.2085315,-0.6653045,0.21605541,0.09345318,-1.7108189,1.3244864,14.6280532095,3.5
65,-0.5691899,0.17585407,-0.3380095,-0.2721375,-1.2337002,1.4699713,-0.2556045,0.3357663,1.5648289,1.517174,-0.87595314,0.74772066,0.04125337,0.15021807,-1.4135537,0.43408462,14.5589310462,3.5
66,1.2184997,-0.16885626,-1.0180047,0.6386773,-0.81477565,0.055353656,-1.1419204,0.4933574,0.48370752,0.97561723,0.4108268,0.13053721,1.1217566,0.5210938,-1.0808187,0.76937526,14.5915040513,3.5
67,0.6442469,0.12594005,-0.5641234,-0.14570168,-0.21828623,1.126343,-0.5156807,1.5093853,1.0426738,1.1474056,0.20883352,0.12232917,0.2610021,0.2880094,-1.9435594,0.5872028,14.5618518741,3.5
68,0.29957265,0.4310802,-0.4313806,-0.056799866,-0.8493668,0.44792238,-0.805685,0.2895806,0.42391586,1.3725652,0.68592024,0.11626638,1.3716643,-0.050275736,-0.8770928,0.6284687,14.5403768359,3.5
69,-1.9269893,-0.6349891,0.09932994,0.71644044,-0.90758437,0.052944545,-0.13738145,0.17983107,1.1213318,0.95430875,-1.2644318,-0.4262294,-0.3135687,0.7220005,-0.32735604,-0.08254686,14.8047844999,3.5
70,-0.29387364,1.1824338,-1.3678564,0.49724627,-0.18135206,0.5843619,-0.5715305,0.121261835,0.3966107,1.6168472,0.124635555,-0.27741742,1.3948104,0.18110572,-1.2107412,0.23726338,14.5841757731,3.5
71,0.67504805,0.20020375,-0.7155078,0.91385335,-0.8963481,1.7109057,-1.3852286,1.4812006,0.67148745,1.7711173,0.18659134,0.31897217,-0.52648485,0.020199306,-1.7915032,1.4766061,14.5609444995,3.5
72,1.8913904,1.3604436,-1.3083003,0.052433327,0.14644554,0.8492242,-0.36651653,0.5843726,0.0968185,3.0284166,1.1749133,0.19781129,0.32177332,-0.54785794,-2.248689,1.3210416,14.5630605359,3.5
73,-0.44683126,0.20487033,0.22000429,-0.44999242,-1.0828938,0.6169009,-0.05124097,0.67481524,1.3791368,0.91974384,-0.18229814,0.41933867,0.268467,0.6060256,-1.5069721,0.77906543,14.5642138867,3.5
74,-0.8708698,0.3889912,-0.39553046,1.3868711,-0.73615456,0.64407575,-0.72520995,0.44517913,0.06757247,1.4368894,0.024122994,0.3100773,0.819908,0.08621173,-1.01526,0.73542047,14.5575476207,3.5
75,0.1473031,0.35253903,-0.70721257,0.3624432,-0.930154,0.17980939,-1.3426014,1.035161,0.13693586,1.092723,0.71196437,0.12547995,1.4913437,-0.1466759,-0.8214633,0.41209167,14.5474355996,3.5
76,0.4664074,-0.15708373,-0.73838586,-0.18496092,-1.1844405,1.0520447,-0.24064358,0.8443492,0.5765694,1.4918171,-0.08432555,0.74059474,-0.36996952,0.35975793,-1.881143,1.0927275,14.5397978975,3.5
77,0.079863496,0.37713712,-0.40578517,0.1861647,-0.6464907,1.5008454,-0.50356585,-0.5328704,1.7764086,0.99567413,-0.97476196,0.41862908,-0.26126122,-0.37407807,-1.4685576,1.4171773,14.7349799452,3.5
78,-2.7181275,0.21675958,0.015456648,0.15012026,-1.4127332,0.3654162,-0.6303486,-0.004208199,1.7467924,-0.2814819,-1.1197544,-0.06901234,0.9606032,1.3673028,-0.020742169,-1.051172,14.6593156824,3.5
79,1.3290627,0.9032135,-0.9958015,0.4496815,-0.4077699,1.5773041,-0.36557123,1.3959357,0.13682285,1.8405087,0.38869962,0.006013544,0.02973911,-0.26391238,-2.146485,1.413655,14.6387173515,3.5
80,-1.7859156,0.17756887,0.062115017,-0.18720274,-0.4447909,0.9467064,0.38979512,-0.8235401,1.6000346,0.2926145,-1.1149127,-0.28002012,0.8619005,0.6512896,-0.6361329,0.18629713,14.7072004477,3.5
81,-0.76783663,0.689631,-0.06771467,0.38867727,-0.6662815,0.70992756,0.06472606,-0.32313764,0.97361594,0.29976335,0.053687405,0.4604182,-0.41749755,-0.36851844,-1.1765184,0.721408,14.8044543476,3.5
82,0.42552832,0.121082455,-0.79587984,-1.1866866,-0.28638685,0.42337313,0.16261962,-0.58503985,1.2878797,1.8895661,-0.1698164,-0.11663732,0.7500451,0.15111378,-0.5260482,0.042484265,14.7145603116,3.5
83,-0.3834974,0.33071288,0.014555716,-0.3408115,-0.4940222,-0.27017096,0.8536296,-0.22697367,0.21308467,0.0728421,0.740741,-0.14228158,-0.67596155,-0.40137115,-0.52087504,1.2484037,15.1610138925,3.5
84,0.12328511,0.5839644,-0.16427295,0.59396,-0.34551588,-0.9437798,0.5260577,0.63927126,1.1138469,0.35194638,-0.114972726,0.6985074,0.13979138,-0.13023302,-1.2153963,1.5704745,14.9325122798,3.5
85,-2.8211203,-0.17991494,1.7954828,0.02491609,-1.5589479,-0.42704448,0.4259656,-0.39282173,3.269333,-1.4040396,-1.9386046,-0.1325057,-1.3557049,0.35579363,0.00689389,0.3077371,15.5413032329,3.5
86,0.39858097,-0.60196304,-0.5239159,-0.08832861,-0.6759337,0.302904,0.062016733,-0.9887654,0.6318376,1.2205318,-0.08205073,0.52198416,1.0810531,-0.13351926,-0.681005,0.8036174,14.5904139339,3.5
87,-0.89521474,0.4387399,0.42034027,1.1948695,-0.026735159,0.016321324,0.14999445,-0.96272767,0.33086842,0.22127417,0.6053441,-0.5649147,-0.3584816,-0.9236856,-0.65434146,1.7007207,15.094494921,3.5
88,-1.4244145,0.28528902,0.62297606,1.082176,-0.6891257,-0.42520788,0.40245125,1.4569353,1.8417755,-0.8437121,-1.247755,-0.57196236,-0.11626319,0.4584567,0.65909827,0.67603225,15.6749693967,3.5
89,-3.2557356,0.115593515,0.804833,-1.1363798,-1.5648724,-1.0484232,0.8098307,-0.9398917,2.4700797,-2.6037033,-0.9518124,0.15413016,-0.21212274,0.90895414,0.49642166,0.018480264,17.0218740085,3.5
90,-4.0794935,0.5271051,1.37131,0.3018846,-1.1421423,0.044348605,0.8875603,0.47558194,2.956217,-2.1023667,-2.0041099,-0.49482557,0.23972313,0.6150877,0.012771075,0.104274504,15.5735854465,3.5
91,-0.07609111,1.3676306,0.5170965,0.5122793,-0.21861818,-1.0191603,-0.018020764,0.035146575,0.8289946,0.2901693,1.0186367,0.6173078,0.24552174,-0.8502668,-0.75203866,2.2435696,15.316243031,3.5
92,-3.0894244,1.2821932,0.68254983,0.5007045,-0.5644644,-0.96804154,1.7581235,0.17140612,1.7568089,-1.1180046,-1.8600211,-0.26482865,-0.112578385,0.11816495,0.35288677,1.1575052,16.2170031068,3.5
93,-2.977397,0.6646024,1.3432193,-0.9907499,-1.2337505,-1.3843434,1.4726069,-0.2936813,2.6363506,-2.0022833,-1.3582404,0.1936198,-0.6485959,-0.53169364,0.71045715,1.1215266,16.0955807285,3.5
94,-0.5052855,0.83339614,0.15155788,1.0196832,-0.96296924,0.56815773,0.6038765,0.51310277,1.2578127,-0.30522916,0.10048838,-1.0961434,0.54436076,0.205755,-0.99448603,0.9461074,15.0971760515,3.5
95,1.4921261,0.9832672,-1.065619,-0.24147518,0.7631002,0.489912,0.12398645,0.6669301,0.5866216,0.874779,0.596671,-0.38974974,0.05154417,-0.11972906,-1.0653191,2.4501603,15.0021833454,3.5
96,-0.81275696,-0.39491358,0.114077024,-0.5838832,-1.177135,0.18733539,-0.10696528,0.3129352,0.8716535,-0.095112726,0.39143637,1.7576377,0.81430805,0.14157239,-0.9938068,0.8688197,15.0574785004,3.5
97,0.7468617,0.43511403,-0.4246563,-0.41355813,0.092954814,0.6613036,0.25539964,0.43287966,1.0562102,0.5646165,0.6489912,-0.0049250578,1.1945161,-0.2981419,-0.5380631,0.60999036,14.7495135225,3.5
98,-0.56742287,-0.22917229,0.19610208,0.046437483,-0.37937772,0.7806301,-1.080686,0.05181191,0.507465,1.0018069,0.71038294,0.8797263,0.50640434,-1.1887937,-1.3582298,1.2504935,14.7916225164,3.5
99,2.4948516,1.3003713,-1.4396943,1.2157383,0.680816,1.5660703,-1.4886473,0.49958503,0.57531595,2.6792943,1.2007498,0.042814717,0.42043048,-1.4389427,-2.8526113,2.495577,14.8771535128,3.5
100,0.34355405,0.9977114,-0.67407703,-0.59259665,-0.88478696,0.5746799,0.0134734195,-0.3174633,0.38051197,2.0941002,0.4576842,0.077894725,1.2320377,0.02469726,-0.5096318,0.3872985,14.63074648,3.5
101,0.67678845,-0.7331201,-0.50547546,-0.6340994,-0.31930435,0.9568521,0.12271473,0.4870255,0.08656714,1.719853,0.027640348,0.33330896,0.88732743,-0.048909325,-1.0936586,0.39978102,14.5869015389,3.5
102,0.18184252,1.0975997,-0.42571756,0.6098607,-0.23384826,-0.13630386,-0.23960467,0.5533727,0.40139255,1.1209863,0.28883544,0.13635506,1.540054,-0.7107705,-1.223978,0.8948319,14.7917917248,3.5
103,-1.3828661,-0.2272135,-0.19277608,0.2653356,-0.4228688,-0.6539423,-0.11340474,-0.34254712,1.4549415,-0.31093445,-0.9630413,-0.08275472,0.5393926,0.073926084,-0.13439433,0.2592422,14.9106592627,3.5
104,-0.12806065,1.572115,-0.7062864,-0.44425347,-0.5675497,-0.58768326,0.47193703,0.4822941,1.0207044,-0.18589024,0.3794639,-0.1948334,0.88211644,0.045248292,-0.94186366,0.96361536,14.9727796034,3.5
105,-2.528595,-0.8669298,1.8232881,-1.1136492,-1.1706706,-0.13761647,1.39003,-0.74497813,2.5409312,-1.0607101,-2.158506,0.4879649,0.040460017,0.5745207,0.55149364,0.8579208,15.6933824994,3.5
106,-2.3630984,-0.21219352,1.5487062,-0.69309497,-0.5472229,-0.94196796,0.38432595,-0.34272227,2.4343574,-0.18139108,-1.091448,0.51289237,0.9495072,0.6866566,0.07790601,0.6231009,15.4425268504,3.5
107,-2.1817558,0.21261813,0.5418453,-0.25823617,-0.105773315,-0.16879813,0.80600506,-0.4715368,2.7457254,-1.0021132,-1.5816272,-0.99028826,-0.88734317,1.0317911,0.21206936,0.53650564,15.3992105705,3.5
108,-0.6340271,0.45473498,-0.18586338,0.40110612,-0.03489096,0.7646428,0.55494183,-0.38893476,0.3667132,0.5470155,0.3254973,0.26267573,0.86831915,-0.9832975,-0.22210409,1.1657815,15.1845307076,3.5
109,-1.5433408,0.74795675,0.551188,-0.62940824,-0.9594215,-0.04373864,-0.9752387,-0.95491636,1.4495208,0.22870284,-0.007891173,-0.5461609,-0.9026904,-0.28564873,-1.0583643,1.3241217,14.8947531129,3.5
110,0.5930489,0.42379037,-0.21024816,-0.19077279,0.011401937,-0.63217247,0.46895534,0.44883886,0.79743946,-0.16302028,0.30573106,0.5584679,-0.12940992,-1.3091534,-0.7602275,2.4524543,15.5481616686,3.5
111,-0.867031,0.31957746,0.7781709,-0.43079498,-0.8039444,-0.5137961,0.44347093,-0.54297477,1.9643866,-0.8899225,-0.8004029,-0.6295491,-0.8951207,-0.56584656,-0.21502122,1.4228909,15.7017528301,3.5
112,1.5504488,0.2574929,-0.4571752,0.5969049,-1.1049569,-0.16363207,-0.85968053,0.93408465,-0.45779392,0.7520332,1.7974279,-0.31368485,1.0420315,-0.28073224,-1.1499647,1.5288064,14.6835189803,3.5
113,-2.8329155,0.6964747,-0.06837211,-0.4713949,-2.288236,-0.41933155,-0.20683306,-2.0242429,1.9949856,-0.5158597,-1.4742996,0.9658734,-0.52609336,1.3784297,0.00485149,0.24423105,15.490595337,3.5
114,-0.29267225,0.74929404,-0.306461,-0.39349985,0.14884143,0.37984762,0.6252237,-0.6447269,0.6479888,1.0762792,0.55957395,-0.3047801,0.33058357,0.52942646,-1.1064016,0.9292188,14.7416810992,3.5
115,0.7630694,0.78371745,-0.8020956,1.1878214,-0.5527562,0.14944541,-1.0724291,0.1954113,0.31460813,1.6219294,-0.3725614,0.07745054,0.5434563,-0.69635016,-1.8301257,1.6338607,14.8563931815,3.5
116,0.47207117,0.025770156,-0.7068794,0.26833183,-0.7481389,-0.6772914,0.37589478,-0.34100673,1.4341311,-0.19127083,-0.14011255,-0.2362798,-0.29167125,-0.345429,-1.2562844,0.6130855,15.1142932668,3.5
117,1.6993327,0.14508654,-0.20835188,0.19969334,0.09346263,0.82956785,-1.6103519,0.97531635,1.6917228,1.4943273,0.55105734,0.61798596,0.73305094,-1.0504884,-1.2174046,0.89403194,14.7128723671,3.5
118,0.6013437,-0.18212794,-0.3319603,0.010131359,-0.030383242,1.208661,-0.57991445,0.8974213,0.92679214,1.7332956,0.028920647,-0.20592184,-0.63190496,0.05542829,-2.7491856,1.3487717,14.7146108915,3.5
