,latent_component_1,latent_component_2,latent_component_3,latent_component_4,latent_component_5,latent_component_6,latent_component_7,latent_component_8,latent_component_9,latent_component_10,latent_component_11,latent_component_12,latent_component_13,latent_component_14,latent_component_15,latent_component_16,lamellar_period,interaction_parameter
10,-0.0058678775,0.9161569,-0.67551064,0.916106,-0.23648071,0.72093713,-1.1051934,1.345629,0.68037647,1.0548879,0.54808456,0.050482046,1.0053086,0.13286147,-1.2637091,1.1845388,15.5598203524,1.28170117368
11,1.5064876,-0.13323414,-1.0646223,-0.38241157,-0.49912032,0.47655192,-0.13541716,0.07743927,0.28370267,1.215261,0.33622858,-0.35651472,0.56059706,0.24109806,-1.116584,0.8208937,14.9970369478,2.56617480011
12,0.8893521,0.309778,-0.87092686,0.44194818,-0.42918694,0.5613268,-1.7107083,1.1864581,0.42580917,1.9724728,0.005749704,0.9034497,0.19929348,-0.65881175,-1.693943,1.5970306,15.2719208512,1.88007433614
13,0.45524284,0.41376513,-0.6912813,0.110136546,-0.41675916,0.45025277,-0.43721354,0.7388451,0.58992404,0.9298265,0.46791047,0.2341752,1.6441262,0.066720955,-0.7855826,1.0586712,15.2637235704,2.00706683493
14,-0.7710093,0.89082533,0.16430417,-0.15766858,0.055690207,-0.6752783,-0.08261139,0.35080367,0.53584105,0.23962562,0.6301589,0.31762767,1.4376853,-0.1986846,-0.7716287,1.2634878,15.6256757242,1.77006915134
15,-0.30656397,1.1729983,-1.0336461,0.21057709,0.33111253,-0.15781017,-0.6544054,0.6202139,0.87349993,1.3483027,-0.60918623,-0.3893802,0.55320793,0.56065196,-0.68408847,0.7138188,14.7815517073,3.28757854792
16,1.4769672,0.099651136,-0.6217265,0.3635603,0.3851596,0.25700963,-0.56367576,0.29070783,-0.4255618,1.8601675,1.2639848,-0.050497245,1.3779244,-0.72546035,-1.2688804,1.0868264,15.1861193079,2.43510513484
17,0.6973812,0.7760135,-0.9323777,-0.4068102,-0.7416998,0.8293832,-0.4300146,0.3398549,1.1040043,0.94581217,0.10684172,0.10444432,0.45117375,-0.3519745,-1.7531308,1.3338012,15.5817706874,1.38592302344
18,0.965411,0.6271382,-0.2356173,-0.3069551,-0.36750063,0.31735036,-0.41191995,0.33906314,0.9188338,1.1673627,0.491323,0.4381638,0.034491844,-0.54330635,-1.7497802,1.729394,15.9181364696,0.729093067225
19,-0.5121073,-0.38983175,0.7158524,0.14571594,-0.49340972,-0.30161667,0.15852594,0.96163774,0.6703545,0.7224615,0.042667568,0.35131508,0.88284457,0.052959014,-0.5440997,0.59508055,15.627591805,1.83337996266
20,1.2424241,1.0446869,-0.6796786,0.8053229,0.42825338,0.79387796,-0.28304616,1.1077192,0.35655096,1.1676674,1.2242752,-0.19587292,0.014570366,-0.5547616,-1.7509276,1.8535073,16.0258093061,0.431855258299
21,-0.6303898,-0.08940372,0.4404614,0.3648681,0.030231515,0.16547674,-0.120063014,0.2925697,1.0559596,0.6255513,-0.15629585,-0.024362832,0.76831096,-0.09198508,-0.59889555,0.81676364,15.6732549436,1.58412582995
22,0.02886915,0.8150285,-0.47126567,0.12808242,-0.48450956,0.7166734,-0.26318243,1.3317767,0.9484653,1.290227,0.020917024,0.1679135,-0.14433502,0.14197361,-1.644979,1.1114584,15.4577144617,1.67651202425
23,-0.95488983,-0.15846252,0.44188067,0.7414546,-0.49760377,-0.339921,0.23859443,-0.573867,0.85723025,0.42544213,-0.69747066,0.11113854,-0.075419135,-0.4098422,-0.5498087,1.0830976,15.252253923,2.75511282222
24,-2.41034,0.102043025,0.3455784,0.054241408,-0.3373396,0.13236512,1.0790542,-0.11609789,0.5789433,0.36053324,-0.4414263,0.38958994,0.21054445,-0.9472169,0.61563224,0.53902954,16.3085468813,0.0321020941743
25,0.1031635,-0.19605261,0.011066541,0.32816952,0.5453565,-0.20627765,0.85254043,1.2147034,0.38262883,0.97850066,-0.2620663,1.4005857,0.3254052,0.066618666,-1.33661,2.73734,15.4468511852,2.53180382754
26,-0.7585274,0.41422766,-0.2753591,-0.69405276,-1.0820246,0.27574426,0.76207495,0.94287896,1.1619737,-0.29690954,-1.0477502,1.3064848,0.36586723,0.04684642,-1.4985142,1.8778934,16.1535549653,0.214652769744
27,-3.172464,0.0069127805,1.4580044,0.04665142,-0.8714527,-0.6719284,1.2074943,-0.3301299,2.414632,-1.9636927,-1.3573725,0.18796043,-0.9005222,-0.5996589,0.51623195,0.8066429,16.3412058138,1.21225425138
28,-3.2262466,-0.9609262,0.25411066,-0.7442661,-1.6646653,-0.17120267,0.78328574,-0.2519545,2.1915317,-1.5188303,-1.9172581,0.41481104,0.52197003,1.8098806,-0.61414194,-0.040239394,15.6118722027,0.925881038693
29,-0.16535053,-0.25739437,-0.19790708,-0.527594,-0.17670156,-0.03111338,0.16498591,0.35254133,0.47527564,-0.23738937,0.9300592,-0.037149604,-0.13918169,-0.83323014,-0.714783,1.1719195,15.8629331886,1.52400850603
30,-1.4088213,-0.8643964,1.5563095,-1.8689407,-0.95082664,-0.7171695,0.7100163,0.98964393,2.7043252,-1.2496811,-0.5381338,-0.089944445,-0.37759256,0.59563047,0.012910869,-0.054979563,15.6328424394,1.6227454569
31,-4.841285,-1.1585745,2.1011724,0.6550716,-2.2055633,0.76707286,1.2123833,-0.17387041,3.0592902,-1.7689126,-3.8373275,-0.00040129572,-0.9443197,1.405161,0.72475845,-0.3763711,16.113188444,0.0703134465129
32,-0.3075695,-0.025633637,-0.46135494,-0.017191727,-1.9875757,1.0439844,-1.1684089,1.2634857,1.6778281,0.90828156,-0.954416,0.8810416,0.43748719,0.3755449,-1.5305537,0.4929213,15.6055552994,0.426921694151
33,-1.4998761,-0.17762853,-0.1969592,-0.44242188,-1.1280569,1.3914282,-0.17820078,-0.38738832,0.83287716,1.2350523,-0.44157195,-0.18081228,0.58291465,1.2423029,-1.3255165,0.029037176,15.3453017543,1.17169399465
34,0.706414,1.0353978,-1.7409724,0.28675157,-0.7324366,0.98656875,-1.8818593,0.2028624,0.10831861,2.2009275,1.016679,0.35032493,-0.0669819,0.17797253,-1.9105067,1.4141849,15.618093268,0.211685609735
35,-2.2567854,-1.0997541,1.032307,0.5386039,-1.5231684,0.17531212,0.08691436,0.9572373,2.4138582,-0.40507036,-1.5522711,0.496688,0.795651,1.5405546,0.1865065,-0.52908397,15.8063738585,0.307045400871
36,-1.0325775,0.30403152,-0.2811544,0.3602891,-1.5822546,0.216648,-0.6511383,0.8581108,1.2595867,0.7249482,-0.25208154,0.68907756,1.199041,1.1733028,-1.0220165,0.19557028,14.9569174789,2.39283648966
37,-0.8072556,0.3362413,-0.5752246,-0.48899516,-1.5118787,0.73473793,-0.32733676,-0.5296089,1.6249561,0.61776555,-0.8183238,0.36762777,-0.36627182,1.1771811,-0.7840471,0.027172634,15.6259026944,0.188784719485
38,-0.55857426,-0.052178808,-1.1631837,-0.24463995,-0.85679615,0.9875405,-0.86457694,-0.5477377,0.50016373,1.7531435,-0.4691185,0.019969733,-0.16759373,0.94125384,-1.4052986,0.7899761,15.4055006672,0.988885103116
39,-1.0838119,-0.6803944,-0.62569106,0.6511173,-0.8778309,1.116343,0.17308687,0.75317097,0.9998849,0.21161039,-0.8469569,0.4453383,0.026810212,1.1786412,-0.31354457,0.32470644,15.2034150963,1.71865622251
40,-0.7381997,-0.51787233,0.043604035,-0.2173888,-1.6725883,2.307699,-0.0713767,-0.12898639,0.51224875,1.356188,0.07956706,-0.07770386,-1.0399047,0.17613138,-1.6284509,1.1789038,14.7587171443,3.21970549567
41,0.34252575,0.036991257,0.7468581,-0.8386783,-1.4365375,0.75645334,-1.0996368,0.19065781,2.1408389,1.5396537,0.3687899,0.06952053,0.16546962,0.3877874,-0.92442346,0.19893877,14.686043206,3.41644749335
42,-0.35992473,-0.6218562,-0.17893071,0.10977333,-1.7420148,-0.29147172,-0.56309146,0.2779129,0.15008932,0.5316266,0.5666367,0.4575569,-0.2011216,0.35327017,-0.33963728,-0.036984928,15.2484052104,2.08994428611
43,1.2718291,0.7133498,-1.37677,-1.2067324,-0.89328474,0.58464396,-1.9194521,0.12550506,1.7368766,1.4843354,-0.3648317,0.7917648,1.506724,-0.98228276,-1.6799377,1.1016898,15.6096728799,0.914364843508
44,-0.9467152,-0.323439,-0.45842957,0.6864589,-2.320475,0.38791826,-1.1318985,-0.19995642,0.4478901,0.7164079,-0.2216185,0.40003458,-0.682983,-0.050844587,-0.5117489,0.5017182,15.7059388364,0.0375192041264
45,-0.42454365,0.12994131,-0.68627644,0.43401346,-1.3892974,0.5774699,-0.9595451,0.36251283,0.19196722,1.7431343,-0.201656,0.12618041,-0.8669356,-0.52371293,-0.8795656,0.7696918,14.800269646,3.03728953027
46,0.6011726,-0.20637043,-0.16452993,0.60195106,0.042699136,-0.53436697,0.05114417,0.3760778,0.6299135,0.16726305,0.7150478,-0.74491066,-1.1897568,-0.094473474,-0.6379597,0.78856176,16.128103396,0.0882279920636
47,-1.744938,0.12424007,-0.662442,-0.2713709,-0.97002375,0.376287,0.32348004,0.3411359,1.6403435,-0.94394505,-0.78386545,-0.8619955,0.11450583,1.3123229,0.8109034,-1.103851,15.5561415623,0.827093009446
48,-4.6495748,0.81278497,2.386114,0.5932257,-0.85527486,-1.2400663,1.4842274,1.1418233,2.7573602,-1.8040317,-2.1451848,0.5408182,0.5368445,0.7977779,1.0765281,0.98806816,16.6561580518,1.02502291779
49,-3.5571332,0.318982,1.4038063,-0.16535951,-1.4996363,-1.4047341,1.0202307,-1.2045345,3.256472,-2.39896,-2.5460472,-0.4974628,0.1686621,0.1413233,0.73915666,0.5249884,16.5237231374,0.664317375963
50,-2.3021867,-0.12775858,0.4049375,0.25790367,-0.41532776,-0.7330337,0.47203037,-0.6950664,1.1229373,-0.4425086,-1.3822553,-0.16301571,-0.40114802,-0.26839176,-0.34963307,1.2674721,15.7163121809,2.48753791546
51,-1.9782033,0.44687495,0.6150037,-0.16915177,-0.7613001,-0.6697198,0.97704726,-0.25780982,2.2286162,-1.7272557,-1.0601548,0.2761131,-0.38400292,-0.43256631,0.25049326,0.5789555,15.8876597745,2.3849238965
52,-2.687319,-0.25178123,1.8858212,-0.72609895,-1.4443398,-0.91796845,1.3143548,1.1150129,2.7235727,-2.1914701,-1.8127929,0.6011165,-0.15570815,0.5351918,-0.17271733,1.5066869,16.4184434686,0.685430238195
53,-4.468074,-0.7984775,2.394224,0.48317704,-1.8319328,-0.94941527,1.8642607,0.37823632,3.0805657,-3.2693367,-2.934167,-0.538961,-0.39424253,0.8941019,1.5739151,0.0480529,16.2978743343,2.25894332251
54,-3.1662638,0.8654454,1.8007138,-0.36949867,-1.0005294,-1.179074,1.9486984,0.94300336,3.0793715,-2.4193735,-1.7897917,0.37266314,-0.8159758,0.44983426,-0.043742266,1.7548417,16.5261022499,2.67022530869
55,-1.6370393,1.0219116,-0.19895183,-0.3837964,0.1355947,0.6289617,1.1535075,0.05924407,0.059972968,0.81643116,0.30401015,-0.10656655,0.6218696,-0.53561014,-0.20480418,1.5403274,15.9498549509,1.10641612941
56,-2.3199492,0.90364164,0.3653241,1.0383826,0.5039221,-0.102910064,1.4188771,0.36800483,1.1423309,0.10486133,-1.4162219,0.42726168,-0.25001612,-0.37680843,0.019302342,1.7035861,15.7829204489,2.58649818689
57,-1.4303552,0.3979383,1.116233,0.29761392,-0.10793584,-1.1654431,0.6184753,-0.20738424,1.7495788,-0.6707633,0.40146276,-0.6665347,0.30051163,0.1821019,0.53074723,0.50319016,15.5725694116,3.28369202744
58,-0.64221555,1.5851454,0.15137479,-1.727664,-0.16579674,0.20055383,1.3339479,0.82773566,1.2971778,0.10191035,0.29361504,0.42508957,-0.17311038,-0.49901503,-0.9571142,2.725247,15.8771315817,1.76707238672
59,-1.5424352,0.69084454,0.6037493,-0.023609199,0.5250828,-0.8581649,1.255424,0.7558642,1.2014871,-0.50741524,-0.011082562,-0.5072925,-0.21715893,0.68086267,-0.9497928,1.8848203,16.4017020406,0.153291194788
60,-1.2710172,0.5777975,0.9903015,-0.2938741,-0.48008978,-0.49680978,1.054744,-1.0311764,1.2614393,-0.9280284,0.46569493,0.33065146,-1.1531136,-0.42355284,-0.06118303,2.400475,16.2402924567,0.753758914079
61,-2.2391963,0.69026047,1.3545119,-0.28217342,-1.2320783,-0.88041556,0.94700277,-1.399961,2.6667862,-1.3983124,-1.1546228,-0.078994334,-0.7567878,-0.423851,-0.09536913,1.5546241,15.9676741798,3.28286746641
62,-2.6147919,0.75364137,1.2016215,-0.72963655,-0.40176445,-1.0745707,0.8050255,-1.0952021,3.583302,-2.081453,-1.0023053,-0.4524384,0.204146,0.708629,0.910888,0.3627954,15.9177536534,2.82305847065
63,-4.251059,0.848143,1.7619057,-0.7332058,-0.41832235,-1.4207315,2.033091,0.7108089,3.2120836,-2.3873258,-2.334521,-0.4518935,-0.35099506,1.454393,0.6822999,0.5730603,16.493136698,2.35464659116
64,0.028246578,-0.45806742,-0.041554097,0.8310919,-0.97948396,0.6747312,-0.66434556,0.34500498,0.61078733,0.9933153,0.37710992,-0.15776968,0.47498685,0.47223902,-0.30124888,-0.0012630792,15.051810496,2.16740673005
65,-0.96959776,0.9883516,-1.550926,0.19736785,-0.95249367,0.68466365,-0.714469,-0.38824788,1.0368426,0.83774996,-1.2903364,-0.34403816,0.6949802,0.41654253,-0.9004388,0.43346396,15.2629794039,1.81125800022
66,-0.5393443,-0.8163942,0.7123067,0.18930997,-0.62058395,-0.46004474,-0.23113234,1.1741607,1.3945097,0.14270474,-0.22396806,0.63842314,1.1770811,0.64294547,-0.16870034,-0.07794496,15.6077029931,0.98980936241
67,-1.1534836,0.11105138,-0.2837969,1.215843,-1.2554895,0.89349276,-1.0782405,0.32792467,0.5372638,1.3677498,0.28980646,0.47297394,1.1271975,0.42202643,-0.6680989,0.066655025,14.6482593819,3.19883081129
68,-1.4563063,-0.05253113,0.079007566,1.2049509,-0.6280246,0.68773735,-1.0916036,0.4516521,0.46950334,1.4784149,0.22880735,0.1300472,0.39686373,0.7223835,-0.44765872,0.02573762,15.2104066458,1.54660528247
69,0.2675766,-0.437866,0.13172871,0.008192348,-1.1697931,0.22940743,-0.32180583,0.3919832,0.8371703,0.4987584,0.3993333,0.7790267,-0.012531916,-0.29361206,-1.6254876,0.9579026,15.7275738847,0.563610964105
70,-2.8649526,0.019168034,0.16701248,-0.50508213,-1.3572279,-0.07423711,0.06876903,-0.31769693,1.9963359,-0.474139,-2.2125463,0.0059291087,0.6575765,1.4418443,0.27720928,-0.5865447,14.744600981,2.92752005107
71,-2.164212,-0.066008165,0.12402395,0.43374717,-1.3123673,0.9770202,-0.58908933,-0.4527231,2.3390012,0.60286593,-1.8605508,-0.0026572437,0.30985326,0.92650443,-0.09663651,-0.556217,14.9203866255,2.67986133084
72,-1.474009,-0.2546882,1.6829337,-0.20995045,-0.99935335,-1.5361148,0.2349928,0.35818478,2.6713667,-1.4822665,-1.6926701,0.15124255,-1.209774,-0.14408748,0.054082293,1.7527033,16.341401425,1.28811153743
73,0.62299037,1.039497,-1.0142905,-0.28815997,0.44955137,0.9947979,1.2265325,0.45897928,0.14498727,1.403123,0.054709416,-0.1670647,-0.4993409,-0.5307972,-0.37348402,2.1434076,15.7806808764,1.72732245699
74,-1.544213,1.3158536,-0.19372948,0.29403302,-0.43209925,-0.7655205,0.9343006,-0.6731184,1.6021231,-0.2989495,-1.2531142,-0.37487757,0.21104826,0.17726806,-0.75876105,1.6657817,16.3441672162,0.457637670548
75,-1.0504683,0.55301946,0.5538184,1.0016909,-0.34643337,-0.18119958,-0.18322192,0.90675604,1.6430115,-0.76785636,0.074211895,-0.71474916,0.12906829,0.17341277,-0.26772338,1.088451,15.7958759035,1.92768401516
76,-2.0217097,0.79467016,0.8895442,0.7001784,-0.18612143,-0.21971849,0.4228031,-0.07749725,1.6763659,-0.35890192,-0.88079196,0.10847733,0.58664095,-0.47310463,-0.51916957,0.96543616,15.5533562654,3.36612970254
77,-1.1151916,0.030677889,0.17385554,0.31739745,0.14591077,0.22524945,-0.17248565,0.3153119,1.0561925,0.64353067,-0.65979534,0.6144221,0.5779617,-0.73922205,-0.79604346,1.4363779,15.7627679835,1.81073856942
78,-2.0587094,1.4560279,-0.079042464,-0.091843165,-0.6312368,-0.6710989,1.212744,-0.18669671,0.83367324,-0.28879154,-0.1644047,-0.5952357,0.7646171,0.20289005,-0.20523636,0.7837585,15.9782947901,1.16410593035
79,-0.74113727,1.721352,0.17701386,0.24068952,-0.5031278,-0.37190855,-1.0599554,-0.5413076,2.138028,0.44337407,-0.8824892,0.26408502,0.66755605,-1.2236278,-1.3376073,1.6402001,16.2520089373,0.712105588347
80,-0.70400053,0.011376032,0.2087967,0.05499958,-0.93308824,0.41073877,-0.41146156,0.48548406,1.3896452,0.20255257,-0.5340119,0.5687514,0.27983823,-0.18318038,-0.8637882,0.3952397,16.0085209038,0.0670857745623
81,0.08327867,0.59168154,-0.26839775,0.36871538,-0.28411886,0.97121596,-0.25391072,0.54171735,1.264686,0.77409935,-0.29740074,0.042443004,-0.22326723,-0.3853111,-1.2993972,1.0657034,15.4050465376,1.98523138579
82,-0.5917626,0.46093047,-0.118464544,-0.23816985,-1.7187884,0.794448,-0.3653018,-0.4972844,0.838651,0.8406836,-0.20523,0.62605745,-0.40137404,-0.2579654,-1.1235105,1.2006869,15.6471254846,0.803275511259
83,-0.98075277,-0.18644452,-0.06034196,0.4125685,-0.74042994,-0.24392967,-0.552876,0.539507,0.7940153,0.6895622,-0.6728837,0.45668346,0.6256399,0.2739438,-0.40461457,0.45311722,15.5442197157,1.4112366105
84,0.2426857,0.42500153,-0.76904714,0.022861497,-0.28970423,0.54597014,-0.45352265,-0.23615108,0.36813405,1.9887539,-0.17188752,0.27211478,0.46797064,-0.27729174,-1.3237878,1.1359569,15.368548061,1.78575987808
85,0.9426156,0.21630757,-0.7665762,-0.6004949,-0.5493825,1.0438901,0.13484025,0.14488214,0.9226446,1.2774245,-0.09978599,0.0069735665,0.26197016,-0.5245998,-1.6700891,1.2673986,15.955173105,0.325220924229
86,-1.6238163,0.14076708,0.43592647,0.8734494,-0.50046086,0.29032785,-0.33551663,1.0395181,1.1878482,0.3089081,-0.7042453,-0.20706955,0.606647,1.0335068,-0.5090692,0.65255886,15.7922373369,0.837236772382
87,0.081545584,0.15728725,-0.42392826,-0.104816765,-0.2863687,0.74381256,0.30501536,0.29801494,1.2567693,1.4016685,-0.86287504,0.41144413,-0.35610706,-0.05304272,-1.1788614,0.79910606,15.2885227869,2.05792019112
88,-2.1433897,1.1112105,-0.045902263,-0.13354033,-1.0440186,0.508259,0.8949434,-0.34453455,2.618424,-0.77881205,-2.1013148,-0.32457834,-0.4918921,0.21418478,-0.38953784,0.011046916,15.5720118475,1.96130077124
89,-1.4144601,0.1556063,0.5999775,0.58893716,0.25271386,0.13191068,-0.9716302,1.0872908,1.4510423,0.94181466,-0.42216578,-0.6807279,-0.26737586,1.2436669,-0.59324473,1.1434411,15.2140014301,3.18914015329
90,0.23571558,1.0081913,0.3226289,0.33429867,-0.16311519,0.14216089,0.056279324,-0.2585664,1.4278791,0.09886946,0.308544,-0.3984333,-0.23129313,-1.2667801,-0.94603705,1.7708414,16.0558947594,1.58138393727
91,-1.931648,1.2237952,0.33216843,-0.32626492,-1.2930018,-0.9650314,0.19880785,-0.72868556,2.75837,-1.8716415,-1.396177,0.38886133,0.3775968,-0.1886266,-0.31266776,1.0725548,15.91577441,2.18515148718
92,-1.716229,0.57870215,-0.08315774,-0.6221541,-1.524282,0.24725512,-0.20223962,-0.8889924,2.64895,-1.1737633,-1.6311443,0.43286228,0.32509512,-0.1858158,-1.2076856,0.61834276,15.6155780524,1.69818581965
93,-0.7356671,0.66946095,-0.5007683,0.29596075,-1.1055661,0.21345443,-0.052422367,0.38464838,0.29861158,0.1474632,0.2714444,0.8498252,0.8204907,-1.605135,-0.66666645,0.69572264,15.4647975109,2.24320642933
94,-0.08397343,0.6595353,-0.17007455,0.71919686,0.83039176,-0.47732037,-0.59013844,1.029215,0.4939298,1.1738349,0.001281466,0.3066265,1.0959355,-0.54273826,-0.5578876,1.3600291,16.2690946812,0.0731543776845
95,0.94047546,1.8469143,-0.6891343,-1.0180352,-0.19808811,-0.057623334,-0.2562874,1.0363433,1.3412474,1.1336098,0.20264257,0.55821025,1.6507913,-0.9885795,-1.4277917,1.0047746,15.5013409062,1.96163078708
96,1.9349543,0.4485152,-0.7891739,0.7904245,-0.0038312862,1.3004247,-1.5592812,0.922903,0.38790238,2.2731483,1.4650121,0.75009453,0.46232194,-0.24987192,-1.7841555,1.6763495,14.7809266769,2.87242072219
97,-1.1690215,-0.05516817,-0.0043861903,-0.48282897,-1.8532447,0.3660022,-0.4474674,0.100551166,0.64929307,-0.08540128,-0.1843396,0.61516154,0.3161375,0.06043733,-0.827079,0.52117884,15.5852038374,0.962106223102
98,-2.3531756,-0.095344216,-0.4046917,-0.21897265,-1.7786076,0.34381908,-0.12135973,-0.37768212,1.1429819,-0.0072821295,-1.3960493,0.22797345,0.5794122,1.1372429,-0.30079395,-0.2647216,15.2031084785,1.78055501156
99,-0.64818704,-0.17220531,-0.6955103,-0.49570742,-1.2205082,1.210395,-0.94498867,0.20681857,1.8333037,0.5859131,-0.8086998,0.72342026,0.21267423,0.75376827,-0.8745042,-0.022331191,15.4684118745,0.863129055756
100,-0.3423519,-0.19063559,-0.82571524,0.41096532,-0.779913,0.82145494,0.107287,-0.019925255,0.38661593,1.0300939,-0.8469427,-0.09284918,0.75319475,0.50195986,-0.8839171,0.341147,15.4148711425,1.43390086638
101,0.46233347,-0.1670464,-0.83064175,-0.4436696,-1.0771384,1.7748358,-0.78275734,0.79891986,1.4849783,1.4620297,-0.4529184,0.20702899,-0.0572333,0.09628375,-1.9950688,0.3907459,15.1883069174,1.79109683951
102,-2.3100402,-0.30259383,0.96225625,0.6975022,-1.5824981,0.35418406,-0.763132,-0.9836192,1.2225219,0.7685844,-0.7222437,0.41817805,0.45598426,0.8223092,-0.80332166,0.29521585,15.3368054016,1.67256569371
103,0.71867806,-0.014517772,-0.5896579,-0.30926165,-0.6279198,0.6299705,-0.344137,0.057212785,0.1697993,2.4732468,-0.3912312,0.3304008,0.35190234,-0.09380398,-1.091388,1.1137884,15.7876445706,0.525020455662
104,0.5846626,0.38389522,-0.17912537,0.78015476,-1.0965799,-0.19705398,-0.36103848,0.109813035,0.1469472,1.1946493,1.1086338,0.54631346,0.24729803,-0.44853956,-2.0570576,1.5042002,15.0877218368,2.56037416211
105,0.9014856,0.58139914,-0.081193015,0.34428188,-1.411201,0.46781942,-0.026512524,0.7707231,0.8411771,0.66706395,0.68062395,-0.111824855,-0.41189608,-0.6388907,-1.0898485,0.7851683,15.9512380515,0.297491767438
106,-1.1603518,-0.49315172,1.0861253,-0.25653654,-0.8526634,-1.0282263,0.37413657,1.1960381,0.65609545,0.35757813,-0.1433369,0.61667377,0.9150471,0.16165301,-0.23471826,0.6598854,15.2734979464,3.0045802956
107,-1.6939443,1.4779496,0.2211531,-0.44219995,-0.35821015,0.012986121,0.600573,1.4850535,1.267396,0.19111831,-0.19404884,0.07385864,2.177492,0.029568128,-0.40660873,0.54293007,16.171667028,0.570443609115
108,-2.0599895,0.1001239,-0.17430788,-0.101048715,-1.0993987,-0.8660448,-0.28879318,-0.4440902,0.7911069,0.2320827,-0.9175741,0.40465984,0.9523266,0.5060844,-0.13252035,-0.27899268,15.7603056326,0.113591189897
109,-1.0468287,0.23986918,-0.2511171,0.36339232,-1.2289528,0.5370784,-0.4019745,1.7881368,1.5198905,0.13597609,-1.017569,0.840436,0.7354567,-0.28660524,-1.1551487,0.6153966,15.0597106983,2.54909951488
110,-2.7443845,0.91293854,1.1486721,1.504026,-1.5244024,-0.57421565,0.13597158,-0.2547491,1.2360867,-0.29419965,-1.0557228,-0.11250858,0.6221208,0.14138174,-0.3539652,0.81357336,15.5796958945,2.61928932703
111,1.5173419,-0.5400059,-0.7374827,-0.47887003,-0.6238574,-0.25001895,-0.18440236,0.56304026,0.9057628,0.100394435,0.11862963,0.5484099,0.21306387,-0.88076514,-1.0756015,1.376236,16.0323536199,0.310116371119
112,-0.1238589,0.7202145,0.1525843,-0.6242223,0.2531401,-0.49332532,0.5304557,0.04647624,1.3447633,0.53210294,0.37469727,0.30073673,0.6089241,-0.680574,0.094768316,1.7516237,16.1540346845,1.03285232913
113,-0.51593596,0.90977013,-0.0488901,0.118426606,-0.07214051,-0.42315716,0.44471905,-0.89174837,0.92153805,-0.35828415,0.75943846,-0.5515943,0.47371015,-0.4283698,-0.45213962,1.2745862,16.147420318,0.998685907746
114,-1.5813885,1.2338929,0.089203514,0.69391537,-0.68202096,0.036715418,0.59963495,0.87220484,1.7060393,-0.5666436,-1.5570176,-0.2073284,-0.54019845,-0.6949243,-0.64940625,1.1826433,16.2993522949,0.595275647448
115,-0.5935031,0.48218766,1.0064851,0.31089422,-0.46509475,-0.72918355,1.1433281,0.09117461,1.81759,-1.2128991,-0.19525582,-0.37881568,-0.7022442,-0.95599604,-0.07325962,1.542872,16.0358828905,3.34059153425
