,0_fraction,1_fraction,blockiness,interaction_parameter,lamellar_period
135,0.625,0.375,0.8666666666666666,1.0,16.5642801912
136,0.71875,0.28125,0.8454106280193237,1.0,16.5423278053
137,0.25,0.75,0.6666666666666666,1.0,15.515313091
138,0.53125,0.46875,0.7490196078431373,1.0,16.2267026991
139,0.96875,0.03125,-0.032258064516129004,1.0,16.5672221868
140,0.3125,0.6875,0.8545454545454546,1.0,15.7474702578
141,0.84375,0.15625,0.762962962962963,1.0,16.912230555
142,0.625,0.375,0.8666666666666666,1.0,16.5333739792
143,0.8125,0.1875,0.7948717948717949,1.0,16.9593161049
144,0.5625,0.4375,0.873015873015873,1.0,16.4087699405
145,0.46875,0.53125,0.6235294117647059,1.0,15.5013167084
146,0.09375,0.90625,0.632183908045977,1.0,15.3108249145
147,0.34375,0.65625,0.8614718614718614,1.0,15.4176733342
148,0.25,0.75,0.8333333333333334,1.0,16.1341783879
149,0.40625,0.59375,0.7408906882591093,1.0,15.5601861339
150,0.46875,0.53125,0.7490196078431374,1.0,15.9161000416
151,0.3125,0.6875,0.8545454545454546,1.0,16.2938892741
152,0.59375,0.40625,0.7408906882591093,1.0,15.8740354578
153,1.0,0.0,0.0,1.0,16.754642727
154,0.96875,0.03125,-0.032258064516129004,1.0,16.7455164671
155,0.15625,0.84375,0.7629629629629631,1.0,15.6082136898
156,0.5625,0.4375,0.746031746031746,1.0,15.7056765185
157,0.34375,0.65625,0.8614718614718614,1.0,16.2322945017
158,0.75,0.25,0.8333333333333334,1.0,15.9217276689
159,0.46875,0.53125,0.8745098039215686,1.0,16.2398301878
160,0.21875,0.78125,0.6342857142857142,1.0,15.4119471158
161,0.6875,0.3125,0.7090909090909091,1.0,15.8836245626
162,1.0,0.0,0.0,1.0,16.7339038037
163,0.6875,0.3125,0.7090909090909091,1.0,15.9395172997
164,0.78125,0.21875,0.8171428571428572,1.0,16.2442830008
165,0.3125,0.6875,0.5636363636363636,1.0,15.6882649056
166,0.5625,0.4375,0.746031746031746,1.0,16.0866048276
167,0.90625,0.09375,0.6321839080459771,1.0,16.8177301241
168,0.65625,0.34375,0.7229437229437229,1.0,16.190838013
169,0.625,0.375,0.6,1.0,16.9570615112
170,0.46875,0.53125,0.6235294117647059,1.0,16.3477043378
171,0.875,0.125,0.7142857142857143,1.0,16.218035955
172,0.34375,0.65625,0.5844155844155845,1.0,15.5534772972
173,0.15625,0.84375,0.7629629629629631,1.0,15.4730971791
174,0.59375,0.40625,0.7408906882591093,1.0,16.1936275135
175,0.46875,0.53125,0.6235294117647059,1.0,15.7521215875
176,0.78125,0.21875,0.6342857142857143,1.0,16.5512863445
177,0.28125,0.71875,0.6908212560386474,1.0,15.9644868748
178,0.09375,0.90625,0.632183908045977,1.0,15.295873992
179,0.71875,0.28125,0.5362318840579711,1.0,15.9166259144
180,0.59375,0.40625,0.7408906882591093,1.0,15.8502948822
181,0.375,0.625,0.7333333333333334,1.0,16.5432836472
182,0.9375,0.0625,-0.06666666666666665,1.0,16.5941064841
183,0.5,0.5,0.75,1.0,15.5807330382
184,0.53125,0.46875,0.7490196078431373,1.0,15.9706030883
185,0.8125,0.1875,0.3846153846153846,1.0,16.6424373551
186,0.90625,0.09375,0.6321839080459771,1.0,16.489149384
187,0.5625,0.4375,0.746031746031746,1.0,16.2383008139
188,0.21875,0.78125,0.45142857142857135,1.0,15.3604053075
189,0.40625,0.59375,0.8704453441295548,1.0,16.5858053531
190,0.1875,0.8125,0.5897435897435898,1.0,15.4717686976
191,0.75,0.25,0.6666666666666666,1.0,16.3184855016
192,0.4375,0.5625,-0.5238095238095237,1.0,15.6094759294
193,0.5,0.5,0.125,1.0,15.9338163608
194,0.46875,0.53125,-0.0039215686274509665,1.0,15.6950266008
195,0.59375,0.40625,-0.16599190283400808,1.0,15.8751844674
196,0.5,0.5,0.125,1.0,15.7853053059
197,0.46875,0.53125,-0.38039215686274513,1.0,15.6140993702
198,0.5625,0.4375,-0.015873015873015844,1.0,15.7089428998
199,0.625,0.375,-0.06666666666666665,1.0,15.8954700423
200,0.5625,0.4375,0.23809523809523805,1.0,15.7836457981
201,0.59375,0.40625,-0.4251012145748988,1.0,15.8038139953
202,0.59375,0.40625,-0.16599190283400808,1.0,15.9241871301
203,0.40625,0.59375,-0.29554655870445334,1.0,15.5712844554
204,0.53125,0.46875,-0.12941176470588234,1.0,15.7992142479
205,0.40625,0.59375,-0.036437246963562736,1.0,15.5755226035
206,0.5,0.5,-0.25,1.0,15.7844819461
207,0.5,0.5,-0.25,1.0,15.6593851537
208,0.4375,0.5625,-0.2698412698412699,1.0,15.5724285501
209,0.46875,0.53125,-0.12941176470588234,1.0,15.6361670457
210,0.5625,0.4375,-0.015873015873015844,1.0,15.817162821
211,0.4375,0.5625,0.11111111111111113,1.0,15.5569734874
212,0.4375,0.5625,-0.015873015873015872,1.0,15.7196290392
213,0.65625,0.34375,0.030303030303030276,1.0,16.0782301185
214,0.59375,0.40625,-0.036437246963562764,1.0,15.8071975639
215,0.46875,0.53125,-0.38039215686274513,1.0,15.6071339498
216,0.4375,0.5625,0.11111111111111113,1.0,15.5361879736
217,0.53125,0.46875,-0.2549019607843137,1.0,15.8049836427
218,0.5,0.5,0.0,1.0,15.7360575012
219,0.5,0.5,0.125,1.0,15.6820046485
220,0.375,0.625,0.06666666666666674,1.0,15.5893854199
221,0.4375,0.5625,-0.015873015873015872,1.0,15.626151762
222,0.53125,0.46875,-0.0039215686274509665,1.0,16.0471824409
223,0.6875,0.3125,-0.018181818181818188,1.0,16.0379175269
224,0.59375,0.40625,-0.16599190283400808,1.0,15.7895057123
225,0.5,0.5,-0.25,1.0,15.8751071073
226,0.4375,0.5625,0.11111111111111113,1.0,15.7114321854
227,0.3125,0.6875,0.12727272727272734,1.0,15.4093361089
228,0.53125,0.46875,0.24705882352941178,1.0,15.6960599216
229,0.4375,0.5625,-0.14285714285714282,1.0,15.6260497727
230,0.625,0.375,-0.19999999999999996,1.0,15.8268577333
231,0.40625,0.59375,-0.036437246963562736,1.0,15.5622246142
232,0.4375,0.5625,0.11111111111111113,1.0,15.6981977568
233,0.4375,0.5625,-0.015873015873015872,1.0,15.6463871355
234,0.5625,0.4375,-0.015873015873015844,1.0,15.8075125493
235,0.4375,0.5625,0.23809523809523814,1.0,15.6019836165
236,0.53125,0.46875,-0.0039215686274509665,1.0,15.7715220456
237,0.5625,0.4375,0.11111111111111116,1.0,15.8509703821
238,0.4375,0.5625,-0.015873015873015872,1.0,15.6384766505
239,0.4375,0.5625,-0.015873015873015872,1.0,15.5817144546
240,0.40625,0.59375,-0.036437246963562736,1.0,15.5514901492
241,0.5,0.5,0.5,1.0,15.8706751101
242,0.46875,0.53125,0.1215686274509804,1.0,15.7134324559
243,0.4375,0.5625,-0.39682539682539686,1.0,15.5757423867
244,0.53125,0.46875,0.1215686274509804,1.0,15.8170587937
245,0.5625,0.4375,0.11111111111111116,1.0,15.7783732042
246,0.5625,0.4375,-0.015873015873015844,1.0,15.7848801717
247,0.59375,0.40625,0.09311740890688255,1.0,15.8093766724
248,0.40625,0.59375,-0.036437246963562736,1.0,15.5059795162
249,0.5625,0.4375,-0.015873015873015844,1.0,15.7375404676
250,0.40625,0.59375,-0.036437246963562736,1.0,15.5709208006
251,0.40625,0.59375,-0.036437246963562736,1.0,15.6204548782
252,0.5,0.5,0.125,1.0,15.7034568995
253,0.375,0.625,-0.06666666666666674,1.0,15.6144372018
254,0.5,0.5,-0.25,1.0,15.6988622295
255,0.40625,0.59375,-0.4251012145748988,1.0,15.5277841532
256,0.4375,0.5625,0.3650793650793651,1.0,15.5560672602
257,0.53125,0.46875,0.37254901960784326,1.0,15.9092682755
258,0.34375,0.65625,0.30735930735930733,1.0,15.5237525728
259,0.375,0.625,0.33333333333333337,1.0,15.5662747676
260,0.46875,0.53125,0.6235294117647059,1.0,16.4639816379
261,0.59375,0.40625,0.3522267206477733,1.0,16.0315223837
262,0.40625,0.59375,0.48178137651821856,1.0,15.6418613456
263,0.59375,0.40625,0.22267206477732793,1.0,15.8816888817
264,0.8125,0.1875,0.3846153846153846,1.0,16.241956355
265,0.46875,0.53125,0.1215686274509804,1.0,15.5884974322
266,0.40625,0.59375,0.22267206477732793,1.0,15.6172120781
267,0.4375,0.5625,0.6190476190476191,1.0,16.2620079985
268,0.28125,0.71875,0.3816425120772947,1.0,15.4084839988
269,0.65625,0.34375,0.4458874458874459,1.0,16.2166615583
270,0.34375,0.65625,0.4458874458874459,1.0,15.487027241
271,0.34375,0.65625,0.4458874458874459,1.0,15.8071243382
272,0.40625,0.59375,0.22267206477732793,1.0,15.5081124629
273,0.46875,0.53125,0.1215686274509804,1.0,15.6134652878
274,0.65625,0.34375,0.5844155844155844,1.0,16.1482096669
275,0.46875,0.53125,0.37254901960784303,1.0,15.6370238922
276,0.46875,0.53125,0.4980392156862744,1.0,15.7371558106
277,0.125,0.875,0.14285714285714288,1.0,15.3158809555
278,0.3125,0.6875,0.2727272727272727,1.0,15.4497648696
279,0.5625,0.4375,0.4920634920634921,1.0,15.8383339978
280,0.34375,0.65625,0.30735930735930733,1.0,15.8083949357
281,0.3125,0.6875,0.4181818181818181,1.0,15.8185924684
282,0.3125,0.6875,0.4181818181818181,1.0,15.4853501451
283,0.4375,0.5625,0.4920634920634921,1.0,15.6664160051
284,0.34375,0.65625,0.16883116883116886,1.0,15.5372136653
285,0.46875,0.53125,0.37254901960784303,1.0,15.6513092783
286,0.625,0.375,0.33333333333333326,1.0,15.811345381
287,0.28125,0.71875,0.536231884057971,1.0,15.634194175
288,0.375,0.625,0.6,1.0,15.7199905286
289,0.34375,0.65625,0.30735930735930733,1.0,15.4410927124
290,0.375,0.625,0.33333333333333337,1.0,15.5313351125
291,0.4375,0.5625,0.3650793650793651,1.0,15.834511453
292,0.4375,0.5625,0.11111111111111113,1.0,15.8562528268
293,0.5,0.5,0.25,1.0,15.6838805892
294,0.625,0.375,0.33333333333333326,1.0,15.9259596541
295,0.625,0.375,0.8666666666666666,1.0,16.0222819594
296,0.6875,0.3125,0.4181818181818182,1.0,16.0119607257
297,0.40625,0.59375,0.3522267206477734,1.0,15.5832980009
298,0.5625,0.4375,0.11111111111111116,1.0,16.0706673992
299,0.34375,0.65625,0.30735930735930733,1.0,15.5158306403
300,0.53125,0.46875,0.37254901960784326,1.0,15.736088136
301,0.625,0.375,0.6,1.0,15.8398355219
302,0.5,0.5,0.5,1.0,16.1387181243
303,0.4375,0.5625,0.23809523809523814,1.0,15.6551451014
304,0.53125,0.46875,0.1215686274509804,1.0,15.7417973689
305,0.3125,0.6875,0.4181818181818181,1.0,15.4397907533
306,0.625,0.375,0.06666666666666665,1.0,15.9024817723
307,0.375,0.625,0.06666666666666674,1.0,15.6106034482
308,0.5625,0.4375,0.365079365079365,1.0,15.7746430762
309,0.34375,0.65625,0.16883116883116886,1.0,15.4645990853
310,0.625,0.375,0.19999999999999996,1.0,16.2684351345
311,0.625,0.375,0.33333333333333326,1.0,16.1336297714
312,0.59375,0.40625,0.48178137651821856,1.0,16.084667514
313,0.46875,0.53125,0.2470588235294117,1.0,15.6296471197
314,0.375,0.625,0.19999999999999998,1.0,15.4659469706
315,0.71875,0.28125,0.6908212560386473,1.0,16.0436999747
316,0.59375,0.40625,0.3522267206477733,1.0,15.7021757921
317,0.28125,0.71875,0.536231884057971,1.0,15.4766158179
318,0.6875,0.3125,0.12727272727272734,1.0,16.0217211881
319,0.40625,0.59375,0.3522267206477734,1.0,16.0639130915
320,0.65625,0.34375,0.8614718614718614,1.0,17.1915445124
321,0.65625,0.34375,0.8614718614718614,1.0,16.0429390652
322,0.875,0.125,0.1428571428571429,1.0,16.2853532388
323,0.5625,0.4375,0.873015873015873,1.0,16.6031229527
324,0.34375,0.65625,0.8614718614718614,1.0,15.837828957
325,0.8125,0.1875,0.5897435897435899,1.0,16.2425625904
326,0.0,1.0,0.0,1.0,15.2965273577
327,0.75,0.25,0.6666666666666666,1.0,16.2564745226
328,0.8125,0.1875,0.5897435897435899,1.0,16.5502864597
329,0.3125,0.6875,0.7090909090909091,1.0,15.5695039615
330,0.40625,0.59375,0.7408906882591093,1.0,15.7182907409
331,0.15625,0.84375,0.5259259259259259,1.0,15.3812528901
332,0.34375,0.65625,0.8614718614718614,1.0,16.4994095597
333,0.9375,0.0625,0.4666666666666667,1.0,16.5315778643
334,0.6875,0.3125,0.7090909090909091,1.0,16.6640932629
335,0.3125,0.6875,0.8545454545454546,1.0,16.2992877988
336,0.15625,0.84375,0.5259259259259259,1.0,15.5236711506
337,0.78125,0.21875,0.8171428571428572,1.0,16.9985388919
338,0.4375,0.5625,0.7460317460317459,1.0,15.9914397616
339,0.4375,0.5625,0.873015873015873,1.0,15.4281800022
340,0.28125,0.71875,0.536231884057971,1.0,15.5134333735
341,0.78125,0.21875,0.6342857142857143,1.0,16.1553657399
342,0.59375,0.40625,0.7408906882591093,1.0,15.8363096081
343,0.0,1.0,0.0,1.0,15.2819876036
344,1.0,0.0,0.0,1.0,16.7158877559
345,0.5625,0.4375,0.746031746031746,1.0,15.8351961798
346,0.46875,0.53125,0.6235294117647059,1.0,16.0600353905
347,0.625,0.375,0.4666666666666668,1.0,16.1094552279
348,0.5625,0.4375,0.6190476190476191,1.0,16.215370158
349,0.8125,0.1875,0.5897435897435899,1.0,16.2447392828
350,0.5625,0.4375,0.746031746031746,1.0,15.9049662761
351,0.4375,0.5625,0.873015873015873,1.0,16.828350361
352,0.4375,0.5625,0.7460317460317459,1.0,15.6952316536
353,0.40625,0.59375,0.611336032388664,1.0,15.9122813181
354,0.625,0.375,0.6,1.0,16.1948721777
355,0.78125,0.21875,0.8171428571428572,1.0,16.2789836378
356,0.40625,0.59375,0.7408906882591093,1.0,15.51831469
357,0.5625,0.4375,0.746031746031746,1.0,15.8297718594
358,0.3125,0.6875,0.8545454545454546,1.0,16.4212594245
359,0.6875,0.3125,0.7090909090909091,1.0,16.0189042893
360,0.8125,0.1875,0.5897435897435899,1.0,16.2940397849
361,0.71875,0.28125,0.6908212560386473,1.0,16.1794661714
362,0.4375,0.5625,0.873015873015873,1.0,16.954242148
363,0.53125,0.46875,0.8745098039215686,1.0,15.8981438767
364,0.21875,0.78125,0.8171428571428571,1.0,15.7648760096
365,0.5625,0.4375,0.746031746031746,1.0,15.8250848123
366,0.6875,0.3125,0.5636363636363636,1.0,16.0273202304
367,0.09375,0.90625,0.264367816091954,1.0,15.3040271367
368,0.625,0.375,0.6,1.0,16.256606676
369,0.9375,0.0625,0.4666666666666667,1.0,16.7541952759
370,0.21875,0.78125,0.26857142857142857,1.0,15.4567695354
371,0.4375,0.5625,0.6190476190476191,1.0,15.5949096909
372,0.46875,0.53125,0.7490196078431374,1.0,15.7939243204
373,0.375,0.625,0.4666666666666667,1.0,15.5812361092
374,0.59375,0.40625,0.7408906882591093,1.0,16.9936250512
375,0.21875,0.78125,0.6342857142857142,1.0,15.5510479663
376,0.5625,0.4375,0.746031746031746,1.0,16.2081181564
377,0.3125,0.6875,0.7090909090909091,1.0,15.6238854356
378,0.5,0.5,0.875,1.0,16.8737838394
379,0.625,0.375,0.8666666666666666,1.0,17.2100283307
380,0.34375,0.65625,0.722943722943723,1.0,15.4652683689
381,0.03125,0.96875,-0.03225806451612903,1.0,15.2883323766
382,0.40625,0.59375,0.611336032388664,1.0,15.7138935439
383,0.46875,0.53125,0.7490196078431374,1.0,16.2378006096
384,0.4375,0.5625,-0.14285714285714282,1.0,15.6848746361
385,0.5,0.5,-0.5,1.0,15.7265113803
386,0.59375,0.40625,0.09311740890688255,1.0,15.8250571826
387,0.4375,0.5625,-0.015873015873015872,1.0,15.7160399108
388,0.53125,0.46875,-0.12941176470588234,1.0,15.7353918571
389,0.625,0.375,-0.19999999999999996,1.0,16.0965901045
390,0.65625,0.34375,0.16883116883116892,1.0,15.9155327135
391,0.46875,0.53125,0.2470588235294117,1.0,15.6805994019
392,0.375,0.625,0.06666666666666674,1.0,15.5549244836
393,0.4375,0.5625,-0.14285714285714282,1.0,15.5640020684
394,0.40625,0.59375,-0.036437246963562736,1.0,15.5796011235
395,0.53125,0.46875,0.1215686274509804,1.0,15.7515235435
396,0.5,0.5,-0.25,1.0,15.6920584079
397,0.40625,0.59375,-0.036437246963562736,1.0,15.6225866247
398,0.4375,0.5625,-0.015873015873015872,1.0,15.7677590504
399,0.40625,0.59375,-0.036437246963562736,1.0,15.5252864793
400,0.5625,0.4375,-0.015873015873015844,1.0,15.7975892038
401,0.5625,0.4375,-0.015873015873015844,1.0,15.8744875447
402,0.5625,0.4375,-0.1428571428571429,1.0,15.7686572225
403,0.46875,0.53125,-0.12941176470588234,1.0,15.6792443276
404,0.46875,0.53125,-0.12941176470588234,1.0,15.7569303953
405,0.5625,0.4375,-0.2698412698412699,1.0,15.7071602534
406,0.4375,0.5625,0.11111111111111113,1.0,15.5948306386
407,0.4375,0.5625,-0.2698412698412699,1.0,15.6402348192
408,0.625,0.375,-0.06666666666666665,1.0,15.9627598263
409,0.46875,0.53125,-0.12941176470588234,1.0,15.7485470387
410,0.4375,0.5625,-0.14285714285714282,1.0,15.5967697096
411,0.40625,0.59375,-0.036437246963562736,1.0,15.6137677319
412,0.4375,0.5625,0.11111111111111113,1.0,15.6236618463
413,0.5,0.5,0.125,1.0,15.6376489256
414,0.625,0.375,0.06666666666666665,1.0,15.8591548137
415,0.53125,0.46875,0.1215686274509804,1.0,15.8145024767
416,0.625,0.375,0.06666666666666665,1.0,15.9475350347
417,0.53125,0.46875,0.1215686274509804,1.0,15.6905535008
418,0.375,0.625,0.06666666666666674,1.0,15.5805784154
419,0.46875,0.53125,-0.2549019607843138,1.0,15.693520097
420,0.5,0.5,0.25,1.0,15.8098340687
421,0.59375,0.40625,-0.16599190283400808,1.0,15.8185399398
422,0.5,0.5,0.0,1.0,15.6403977372
423,0.5,0.5,-0.125,1.0,15.8584306794
424,0.40625,0.59375,0.22267206477732793,1.0,15.7004046715
425,0.5625,0.4375,0.11111111111111116,1.0,15.7002933928
426,0.625,0.375,0.06666666666666665,1.0,15.9750126182
427,0.59375,0.40625,-0.16599190283400808,1.0,15.8863672545
428,0.4375,0.5625,-0.14285714285714282,1.0,15.7257027058
429,0.40625,0.59375,-0.16599190283400805,1.0,15.5492253757
430,0.375,0.625,0.19999999999999998,1.0,15.6879876547
431,0.59375,0.40625,-0.036437246963562764,1.0,15.8264634074
432,0.59375,0.40625,-0.036437246963562764,1.0,15.8811792605
433,0.5625,0.4375,0.11111111111111116,1.0,15.8204457915
434,0.3125,0.6875,-0.01818181818181816,1.0,15.4373229692
435,0.375,0.625,0.06666666666666674,1.0,15.5657331792
436,0.5,0.5,0.125,1.0,15.8592598088
437,0.65625,0.34375,-0.24675324675324684,1.0,15.9688006076
438,0.53125,0.46875,-0.0039215686274509665,1.0,15.6877884293
439,0.53125,0.46875,-0.0039215686274509665,1.0,15.731973705
440,0.53125,0.46875,0.1215686274509804,1.0,15.7613209201
441,0.5,0.5,0.0,1.0,15.6912568685
442,0.4375,0.5625,0.23809523809523814,1.0,15.6482992024
443,0.59375,0.40625,0.22267206477732793,1.0,15.8808008262
444,0.5,0.5,-0.375,1.0,15.6669324803
445,0.65625,0.34375,-0.10822510822510822,1.0,16.0311154883
