,0_fraction,1_fraction,blockiness,interaction_parameter,lamellar_period
97,0.53125,0.46875,-0.2549019607843137,3.5,14.7495135225
98,0.5625,0.4375,-0.015873015873015844,3.5,14.7916225164
99,0.5625,0.4375,-0.015873015873015844,3.5,14.8771535128
100,0.4375,0.5625,-0.015873015873015872,3.5,14.63074648
101,0.40625,0.59375,-0.29554655870445334,3.5,14.5869015389
102,0.53125,0.46875,-0.38039215686274497,3.5,14.7917917248
103,0.5625,0.4375,-0.1428571428571429,3.5,14.9106592627
104,0.59375,0.40625,-0.036437246963562764,3.5,14.9727796034
105,0.71875,0.28125,0.07246376811594202,3.5,15.6933824994
106,0.65625,0.34375,-0.24675324675324684,3.5,15.4425268504
107,0.6875,0.3125,-0.018181818181818188,3.5,15.3992105705
108,0.6875,0.3125,0.2727272727272727,3.5,15.1845307076
109,0.625,0.375,0.06666666666666665,3.5,14.8947531129
110,0.8125,0.1875,-0.02564102564102566,3.5,15.5481616686
111,0.8125,0.1875,-0.23076923076923073,3.5,15.7017528301
112,0.5,0.5,0.125,3.5,14.6835189803
113,0.40625,0.59375,0.3522267206477734,3.5,15.490595337
114,0.53125,0.46875,-0.0039215686274509665,3.5,14.7416810992
115,0.5,0.5,0.0,3.5,14.8563931815
116,0.5625,0.4375,0.23809523809523805,3.5,15.1142932668
117,0.5,0.5,0.375,3.5,14.7128723671
118,0.4375,0.5625,0.11111111111111113,3.5,14.7146108915
119,0.5625,0.4375,-0.015873015873015844,3.5,14.9820588596
120,0.5,0.5,-0.25,3.5,14.7570543507
121,0.625,0.375,-0.33333333333333337,3.5,15.0676335402
122,0.6875,0.3125,-0.16363636363636372,3.5,15.3233058469
123,0.59375,0.40625,-0.29554655870445357,3.5,15.0174598934
124,0.46875,0.53125,-0.12941176470588234,3.5,14.6332217336
125,0.5,0.5,-0.25,3.5,14.6400086806
126,0.6875,0.3125,-0.3090909090909091,3.5,15.6737000959
127,0.625,0.375,-0.19999999999999996,3.5,15.0122615608
128,0.34375,0.65625,0.16883116883116886,3.5,15.1347788585
129,0.71875,0.28125,0.07246376811594202,3.5,15.2402963511
130,0.5625,0.4375,0.4920634920634921,3.5,15.6972341801
131,0.46875,0.53125,0.2470588235294117,3.5,14.8829625941
132,0.71875,0.28125,0.3816425120772947,3.5,15.3222100184
133,0.5,0.5,0.25,3.5,14.7239844156
134,0.5625,0.4375,-0.015873015873015844,3.5,14.9058565202
135,0.8125,0.1875,-0.02564102564102566,3.5,15.5412969857
136,0.65625,0.34375,0.5844155844155844,3.5,15.220876261
137,0.90625,0.09375,0.26436781609195403,3.5,16.3773107167
138,0.4375,0.5625,0.4920634920634921,3.5,14.8044590686
139,0.125,0.875,0.4285714285714286,3.5,14.9715703112
140,0.59375,0.40625,0.6113360323886639,3.5,16.8033652557
141,0.625,0.375,0.7333333333333334,3.5,16.1729457731
142,0.5,0.5,0.625,3.5,14.8057045004
143,0.21875,0.78125,0.6342857142857142,3.5,15.3756867195
144,0.5625,0.4375,0.11111111111111116,3.5,14.9070261992
145,0.53125,0.46875,0.1215686274509804,3.5,14.7495868523
146,0.6875,0.3125,0.4181818181818182,3.5,15.3359363558
147,0.6875,0.3125,-0.018181818181818188,3.5,14.8708202859
148,0.625,0.375,0.19999999999999996,3.5,15.0153614862
149,0.65625,0.34375,0.16883116883116892,3.5,16.1861174926
150,0.78125,0.21875,-0.09714285714285707,3.5,15.6285011714
151,0.78125,0.21875,-0.28,3.5,15.6241478857
152,0.6875,0.3125,-0.16363636363636372,3.5,15.1734096381
153,0.84375,0.15625,0.051851851851851816,3.5,15.9015782144
154,0.78125,0.21875,0.26857142857142857,3.5,15.6424942465
155,0.6875,0.3125,-0.16363636363636372,3.5,15.34242193
156,0.71875,0.28125,-0.23671497584541057,3.5,15.5243272617
157,0.65625,0.34375,-0.24675324675324684,3.5,15.482456389
158,0.78125,0.21875,-0.28,3.5,15.9183092564
159,0.6875,0.3125,-0.16363636363636372,3.5,15.2182488684
160,0.4375,0.5625,-0.39682539682539686,3.5,14.5635309404
161,0.40625,0.59375,-0.554655870445344,3.5,14.5839041819
162,0.40625,0.59375,-0.4251012145748988,3.5,14.6198373376
163,0.5,0.5,-0.625,3.5,14.7399100234
164,0.46875,0.53125,-0.7568627450980392,3.5,14.5826425697
165,0.46875,0.53125,-0.7568627450980392,3.5,14.6437640274
166,0.40625,0.59375,-0.6842105263157895,3.5,14.6159803767
167,0.4375,0.5625,-0.7777777777777778,3.5,14.5802193125
168,0.4375,0.5625,-0.015873015873015872,3.5,14.8820725355
169,0.40625,0.59375,0.22267206477732793,3.5,14.6831167282
170,0.625,0.375,0.33333333333333326,3.5,14.8998738655
171,0.59375,0.40625,0.09311740890688255,3.5,14.9701361745
172,0.4375,0.5625,0.23809523809523814,3.5,14.5615246827
173,0.53125,0.46875,0.1215686274509804,3.5,14.5657935347
174,0.46875,0.53125,0.2470588235294117,3.5,14.6373195432
175,0.4375,0.5625,0.11111111111111113,3.5,14.6741004211
176,0.5625,0.4375,-0.2698412698412699,3.5,14.7770468698
177,0.53125,0.46875,-0.2549019607843137,3.5,14.7926547913
178,0.5,0.5,-0.625,3.5,14.7223253803
179,0.53125,0.46875,0.1215686274509804,3.5,14.8573066085
180,0.5,0.5,-0.25,3.5,14.952550295
181,0.5625,0.4375,-0.1428571428571429,3.5,14.6879116372
182,0.53125,0.46875,-0.38039215686274497,3.5,14.6756675594
183,0.40625,0.59375,-0.16599190283400805,3.5,14.7479393659
184,0.5625,0.4375,0.23809523809523805,3.5,14.7789992801
185,0.625,0.375,0.19999999999999996,3.5,14.9809244808
186,0.4375,0.5625,0.3650793650793651,3.5,14.9938983892
187,0.5625,0.4375,0.365079365079365,3.5,14.7080268455
188,0.65625,0.34375,-0.10822510822510822,3.5,15.5485833259
189,0.75,0.25,0.0,3.5,15.2488691001
190,0.65625,0.34375,0.030303030303030276,3.5,15.2173360473
191,0.71875,0.28125,-0.08212560386473433,3.5,15.3433922057
192,0.5625,0.4375,-0.015873015873015844,3.5,15.4220635067
193,0.34375,0.65625,-0.10822510822510822,3.5,15.1675290003
194,0.34375,0.65625,-0.24675324675324672,3.5,15.2415377988
195,0.46875,0.53125,-0.0039215686274509665,3.5,15.5256467135
196,0.5625,0.4375,-0.2698412698412699,3.5,15.5849125622
197,0.59375,0.40625,-0.036437246963562764,3.5,15.419730136
198,0.5,0.5,0.0,3.5,15.3070354778
199,0.4375,0.5625,0.23809523809523814,3.5,15.3100961412
200,0.59375,0.40625,-0.29554655870445357,3.5,15.5388536631
201,0.5,0.5,0.25,3.5,15.3728664542
202,0.5,0.5,-0.25,3.5,15.3445689692
203,0.59375,0.40625,-0.29554655870445357,3.5,15.4913129676
204,0.59375,0.40625,-0.16599190283400808,3.5,15.5368671086
205,0.34375,0.65625,0.03030303030303036,3.5,15.1618476743
206,0.375,0.625,-0.2,3.5,15.2481573527
207,0.375,0.625,-0.06666666666666674,3.5,15.1671742186
208,0.5,0.5,0.0,3.5,15.40540051
209,0.59375,0.40625,-0.036437246963562764,3.5,15.6413633999
210,0.46875,0.53125,-0.12941176470588234,3.5,15.3396976398
211,0.4375,0.5625,-0.14285714285714282,3.5,15.2344272064
212,0.5625,0.4375,-0.1428571428571429,3.5,15.5219366665
213,0.59375,0.40625,-0.16599190283400808,3.5,15.4815121092
214,0.53125,0.46875,-0.12941176470588234,3.5,15.459410539
215,0.53125,0.46875,-0.0039215686274509665,3.5,15.4145838103
216,0.5625,0.4375,-0.015873015873015844,3.5,15.6047784378
217,0.625,0.375,0.06666666666666665,3.5,15.4794097901
218,0.34375,0.65625,-0.24675324675324672,3.5,15.1902515705
219,0.6875,0.3125,0.2727272727272727,3.5,15.583017733
220,0.34375,0.65625,0.16883116883116886,3.5,15.4104776953
221,0.53125,0.46875,0.37254901960784326,3.5,15.4318839068
222,0.71875,0.28125,-0.08212560386473433,3.5,15.7243617416
223,0.46875,0.53125,0.1215686274509804,3.5,15.3435252355
224,0.34375,0.65625,-0.10822510822510822,3.5,15.1683118608
225,0.5625,0.4375,-0.015873015873015844,3.5,15.5872487968
226,0.40625,0.59375,-0.036437246963562736,3.5,15.2528345573
227,0.5625,0.4375,-0.1428571428571429,3.5,15.4256303496
228,0.4375,0.5625,-0.2698412698412699,3.5,15.2320980713
229,0.71875,0.28125,-0.08212560386473433,3.5,15.7604551478
230,0.53125,0.46875,-0.0039215686274509665,3.5,15.5495742083
231,0.5625,0.4375,0.11111111111111116,3.5,15.4875670384
232,0.5,0.5,-0.25,3.5,15.3259817967
233,0.34375,0.65625,-0.3852813852813852,3.5,15.2383197536
234,0.25,0.75,-0.1666666666666667,3.5,15.172068165
235,0.53125,0.46875,-0.12941176470588234,3.5,15.588358466
236,0.625,0.375,-0.19999999999999996,3.5,15.5105640829
237,0.46875,0.53125,0.2470588235294117,3.5,15.4416976151
238,0.5625,0.4375,-0.1428571428571429,3.5,15.4833421571
239,0.5625,0.4375,-0.015873015873015844,3.5,15.4635551191
240,0.46875,0.53125,-0.0039215686274509665,3.5,15.2803511651
241,0.46875,0.53125,0.1215686274509804,3.5,15.3682659743
242,0.625,0.375,0.06666666666666665,3.5,15.6132687899
243,0.4375,0.5625,-0.14285714285714282,3.5,15.1875087314
244,0.5625,0.4375,-0.39682539682539686,3.5,15.4616941871
245,0.5625,0.4375,-0.1428571428571429,3.5,15.5191796473
246,0.4375,0.5625,-0.14285714285714282,3.5,15.301085462
247,0.5,0.5,-0.25,3.5,15.4025234215
248,0.5,0.5,0.0,3.5,15.405246257
249,0.53125,0.46875,-0.12941176470588234,3.5,15.5552944623
250,0.5,0.5,-0.125,3.5,15.4569505963
251,0.5,0.5,-0.125,3.5,15.3170019172
252,0.53125,0.46875,-0.12941176470588234,3.5,15.3615891297
253,0.4375,0.5625,-0.2698412698412699,3.5,15.2542230285
254,0.6875,0.3125,0.12727272727272734,3.5,15.7505408474
255,0.5,0.5,0.25,3.5,15.3636737347
256,0.65625,0.34375,0.30735930735930733,3.5,15.4106653407
257,0.34375,0.65625,0.30735930735930733,3.5,15.0627642882
258,0.59375,0.40625,0.22267206477732793,3.5,15.2604615261
259,0.6875,0.3125,0.12727272727272734,3.5,15.565826959
260,0.375,0.625,0.6,3.5,15.2036559461
261,0.34375,0.65625,0.03030303030303036,3.5,15.0791757786
262,0.4375,0.5625,0.11111111111111113,3.5,15.2691575802
263,0.28125,0.71875,0.22705314009661837,3.5,15.1027903602
264,0.3125,0.6875,0.2727272727272727,3.5,15.012695667
265,0.5625,0.4375,0.23809523809523805,3.5,15.6948252504
266,0.5,0.5,0.25,3.5,15.3932203934
267,0.8125,0.1875,0.17948717948717954,3.5,15.9703238166
268,0.53125,0.46875,0.37254901960784326,3.5,16.2349824075
269,0.46875,0.53125,0.2470588235294117,3.5,15.266246833
270,0.53125,0.46875,0.6235294117647059,3.5,15.2988063649
271,0.25,0.75,0.5,3.5,14.9547870846
272,0.53125,0.46875,0.24705882352941178,3.5,15.5402326645
273,0.53125,0.46875,0.37254901960784326,3.5,15.5669027724
274,0.28125,0.71875,0.07246376811594199,3.5,15.1254021377
275,0.46875,0.53125,0.4980392156862744,3.5,15.3279838673
276,0.71875,0.28125,0.3816425120772947,3.5,15.8706384845
277,0.53125,0.46875,0.37254901960784326,3.5,15.2197324968
278,0.53125,0.46875,0.4980392156862745,3.5,15.2209992226
279,0.4375,0.5625,0.3650793650793651,3.5,15.276477238
280,0.53125,0.46875,0.24705882352941178,3.5,15.2404849765
281,0.53125,0.46875,0.37254901960784326,3.5,15.7148407996
282,0.4375,0.5625,0.23809523809523814,3.5,15.2006038
283,0.71875,0.28125,0.07246376811594202,3.5,15.7874069188
284,0.5625,0.4375,0.11111111111111116,3.5,15.2997700259
285,0.3125,0.6875,0.7090909090909091,3.5,15.0869436209
286,0.4375,0.5625,0.23809523809523814,3.5,15.2760621464
287,0.59375,0.40625,0.6113360323886639,3.5,15.4077083706
288,0.53125,0.46875,0.24705882352941178,3.5,15.2627993028
289,0.4375,0.5625,0.3650793650793651,3.5,15.2210335756
290,0.59375,0.40625,0.6113360323886639,3.5,16.01245974
291,0.65625,0.34375,0.4458874458874459,3.5,15.9188684804
292,0.71875,0.28125,0.07246376811594202,3.5,16.2356817644
293,0.625,0.375,0.19999999999999996,3.5,15.3776174785
294,0.28125,0.71875,0.536231884057971,3.5,15.3138606199
295,0.53125,0.46875,0.37254901960784326,3.5,15.2530235531
296,0.59375,0.40625,0.22267206477732793,3.5,15.3935009753
297,0.34375,0.65625,0.16883116883116886,3.5,15.2120185274
298,0.375,0.625,0.4666666666666667,3.5,15.256573981
299,0.34375,0.65625,0.4458874458874459,3.5,15.2481104401
300,0.59375,0.40625,0.22267206477732793,3.5,15.4300294802
301,0.625,0.375,0.4666666666666668,3.5,15.9405420075
302,0.6875,0.3125,0.12727272727272734,3.5,15.5330775789
303,0.53125,0.46875,-0.0039215686274509665,3.5,15.2579185298
304,0.53125,0.46875,0.1215686274509804,3.5,15.2282921362
305,0.4375,0.5625,0.3650793650793651,3.5,15.4746787367
306,0.65625,0.34375,0.16883116883116892,3.5,15.4511857125
307,0.40625,0.59375,0.3522267206477734,3.5,15.1633360789
308,0.625,0.375,0.19999999999999996,3.5,15.4919579812
309,0.75,0.25,0.5,3.5,16.0608769843
310,0.28125,0.71875,0.22705314009661837,3.5,14.9537187186
311,0.53125,0.46875,0.6235294117647059,3.5,15.3010918392
312,0.5,0.5,0.0,3.5,15.4261899253
313,0.53125,0.46875,0.4980392156862745,3.5,15.2727296371
314,0.59375,0.40625,0.6113360323886639,3.5,15.6378965282
315,0.625,0.375,0.19999999999999996,3.5,15.2294906155
316,0.5625,0.4375,0.23809523809523805,3.5,15.7692174182
317,0.53125,0.46875,0.37254901960784326,3.5,15.1810726468
318,0.78125,0.21875,-0.09714285714285707,3.5,15.7207986825
319,0.34375,0.65625,0.16883116883116886,3.5,15.3156711489
320,0.28125,0.71875,0.6908212560386474,3.5,15.9798029116
321,0.4375,0.5625,0.873015873015873,3.5,15.2552753033
322,0.4375,0.5625,0.7460317460317459,3.5,17.2176076377
323,0.53125,0.46875,0.7490196078431373,3.5,16.4168055516
324,0.625,0.375,0.7333333333333334,3.5,17.375033309
325,0.34375,0.65625,0.5844155844155845,3.5,16.5317716323
326,0.71875,0.28125,0.6908212560386473,3.5,15.9235160913
327,0.625,0.375,0.8666666666666666,3.5,16.6979400686
328,0.71875,0.28125,0.8454106280193237,3.5,16.9136172311
329,0.25,0.75,0.6666666666666666,3.5,15.1082778315
330,0.53125,0.46875,0.7490196078431373,3.5,16.107980853
331,0.96875,0.03125,-0.032258064516129004,3.5,16.4034653368
332,0.3125,0.6875,0.8545454545454546,3.5,15.8328219425
333,0.84375,0.15625,0.762962962962963,3.5,17.1670717786
334,0.625,0.375,0.8666666666666666,3.5,18.3021509635
335,0.8125,0.1875,0.7948717948717949,3.5,17.315445842
336,0.5625,0.4375,0.873015873015873,3.5,17.003188475
337,0.46875,0.53125,0.6235294117647059,3.5,15.0947703043
338,0.09375,0.90625,0.632183908045977,3.5,15.1186935342
339,0.34375,0.65625,0.8614718614718614,3.5,15.1024398538
340,0.25,0.75,0.8333333333333334,3.5,16.9297038171
341,0.40625,0.59375,0.7408906882591093,3.5,15.1507218774
342,0.46875,0.53125,0.7490196078431374,3.5,15.6228010661
343,0.3125,0.6875,0.8545454545454546,3.5,17.2345593624
344,0.59375,0.40625,0.7408906882591093,3.5,15.7053198948
345,1.0,0.0,0.0,3.5,16.7346109005
346,0.96875,0.03125,-0.032258064516129004,3.5,16.7567540911
347,0.15625,0.84375,0.7629629629629631,3.5,15.8416354645
348,0.5625,0.4375,0.746031746031746,3.5,15.3315724218
349,0.34375,0.65625,0.8614718614718614,3.5,17.3409590556
350,0.75,0.25,0.8333333333333334,3.5,15.0595414529
351,0.46875,0.53125,0.8745098039215686,3.5,16.5951950594
352,0.21875,0.78125,0.6342857142857142,3.5,15.038748347
353,0.6875,0.3125,0.7090909090909091,3.5,15.4745786325
354,1.0,0.0,0.0,3.5,16.7349137802
355,0.6875,0.3125,0.7090909090909091,3.5,15.5375962604
356,0.78125,0.21875,0.8171428571428572,3.5,16.1680803044
357,0.3125,0.6875,0.5636363636363636,3.5,15.9402082959
358,0.5625,0.4375,0.746031746031746,3.5,16.3969411801
359,0.90625,0.09375,0.6321839080459771,3.5,16.9193846775
360,0.65625,0.34375,0.7229437229437229,3.5,16.7835727615
361,0.625,0.375,0.6,3.5,17.5877896403
362,0.46875,0.53125,0.6235294117647059,3.5,17.6106077673
363,0.875,0.125,0.7142857142857143,3.5,15.6950301475
364,0.34375,0.65625,0.5844155844155845,3.5,15.1827369091
365,0.15625,0.84375,0.7629629629629631,3.5,15.2751856811
366,0.59375,0.40625,0.7408906882591093,3.5,16.6476129939
367,0.46875,0.53125,0.6235294117647059,3.5,15.4804889856
368,0.78125,0.21875,0.6342857142857143,3.5,16.6162644108
369,0.28125,0.71875,0.6908212560386474,3.5,16.5646325825
370,0.09375,0.90625,0.632183908045977,3.5,15.103611914
371,0.71875,0.28125,0.5362318840579711,3.5,15.3463134633
372,0.59375,0.40625,0.7408906882591093,3.5,15.501488789
373,0.375,0.625,0.7333333333333334,3.5,17.6643810781
374,0.9375,0.0625,-0.06666666666666665,3.5,16.4826587195
375,0.5,0.5,0.75,3.5,15.210485511
376,0.53125,0.46875,0.7490196078431373,3.5,15.7781600491
377,0.8125,0.1875,0.3846153846153846,3.5,16.675783695
378,0.90625,0.09375,0.6321839080459771,3.5,16.2801526984
379,0.5625,0.4375,0.746031746031746,3.5,16.5372453246
380,0.21875,0.78125,0.45142857142857135,3.5,15.0069120448
381,0.40625,0.59375,0.8704453441295548,3.5,17.9662036219
382,0.1875,0.8125,0.5897435897435898,3.5,15.1890484759
383,0.75,0.25,0.6666666666666666,3.5,16.0871669758
384,0.4375,0.5625,-0.5238095238095237,3.5,15.0992931487
385,0.5,0.5,0.125,3.5,15.6229986783
386,0.46875,0.53125,-0.0039215686274509665,3.5,15.2248412733
387,0.59375,0.40625,-0.16599190283400808,3.5,15.3837528846
388,0.5,0.5,0.125,3.5,15.3344841483
389,0.46875,0.53125,-0.38039215686274513,3.5,15.1073525689
390,0.5625,0.4375,-0.015873015873015844,3.5,15.1859580287
391,0.625,0.375,-0.06666666666666665,3.5,15.4649291633
392,0.5625,0.4375,0.23809523809523805,3.5,15.2837044725
393,0.59375,0.40625,-0.4251012145748988,3.5,15.3020351796
394,0.59375,0.40625,-0.16599190283400808,3.5,15.4904600056
395,0.40625,0.59375,-0.29554655870445334,3.5,15.0462786225
396,0.53125,0.46875,-0.12941176470588234,3.5,15.2852283713
397,0.40625,0.59375,-0.036437246963562736,3.5,15.0556493231
398,0.5,0.5,-0.25,3.5,15.294606794
399,0.5,0.5,-0.25,3.5,15.1636104605
400,0.4375,0.5625,-0.2698412698412699,3.5,15.0527089828
401,0.46875,0.53125,-0.12941176470588234,3.5,15.2017454444
402,0.5625,0.4375,-0.015873015873015844,3.5,15.3285553984
403,0.4375,0.5625,0.11111111111111113,3.5,15.06447245
404,0.4375,0.5625,-0.015873015873015872,3.5,15.2659704657
405,0.65625,0.34375,0.030303030303030276,3.5,15.6903611109
406,0.59375,0.40625,-0.036437246963562764,3.5,15.3184731848
407,0.46875,0.53125,-0.38039215686274513,3.5,15.0888435436
408,0.4375,0.5625,0.11111111111111113,3.5,15.0514789415
409,0.53125,0.46875,-0.2549019607843137,3.5,15.2904093496
410,0.5,0.5,0.0,3.5,15.231252239
411,0.5,0.5,0.125,3.5,15.2499109825
412,0.375,0.625,0.06666666666666674,3.5,15.3574768407
413,0.4375,0.5625,-0.015873015873015872,3.5,15.1383290187
414,0.53125,0.46875,-0.0039215686274509665,3.5,15.7627192752
415,0.6875,0.3125,-0.018181818181818188,3.5,15.7074538553
416,0.59375,0.40625,-0.16599190283400808,3.5,15.2775490497
417,0.5,0.5,-0.25,3.5,15.4657356213
418,0.4375,0.5625,0.11111111111111113,3.5,15.2794970333
419,0.3125,0.6875,0.12727272727272734,3.5,15.0002727363
420,0.53125,0.46875,0.24705882352941178,3.5,15.3654882079
421,0.4375,0.5625,-0.14285714285714282,3.5,15.2328566943
422,0.625,0.375,-0.19999999999999996,3.5,15.3369401678
423,0.40625,0.59375,-0.036437246963562736,3.5,15.0520535759
424,0.4375,0.5625,0.11111111111111113,3.5,15.2498450474
425,0.4375,0.5625,-0.015873015873015872,3.5,15.1527004396
426,0.5625,0.4375,-0.015873015873015844,3.5,15.2958454605
427,0.4375,0.5625,0.23809523809523814,3.5,15.0956356975
428,0.53125,0.46875,-0.0039215686274509665,3.5,15.2817300504
429,0.5625,0.4375,0.11111111111111116,3.5,15.3438326791
430,0.4375,0.5625,-0.015873015873015872,3.5,15.1461723291
431,0.4375,0.5625,-0.015873015873015872,3.5,15.068076478
432,0.40625,0.59375,-0.036437246963562736,3.5,15.0804311179
433,0.5,0.5,0.5,3.5,15.5117221873
434,0.46875,0.53125,0.1215686274509804,3.5,15.2115595687
435,0.4375,0.5625,-0.39682539682539686,3.5,15.0418244208
436,0.53125,0.46875,0.1215686274509804,3.5,15.5331159957
437,0.5625,0.4375,0.11111111111111116,3.5,15.2532073425
438,0.5625,0.4375,-0.015873015873015844,3.5,15.2766860545
439,0.59375,0.40625,0.09311740890688255,3.5,15.3507364185
440,0.40625,0.59375,-0.036437246963562736,3.5,15.0536066578
441,0.5625,0.4375,-0.015873015873015844,3.5,15.2705223
442,0.40625,0.59375,-0.036437246963562736,3.5,15.0677554084
443,0.40625,0.59375,-0.036437246963562736,3.5,15.0834219371
444,0.5,0.5,0.125,3.5,15.2253892268
